type,name,label::English (en),required,default,relevant,appearance,constraint,constraint_message::English (en),label::Arabic (ar),constraint_message::Arabic (ar),choice_filter,calculation,hint::English (en),hint::Arabic (ar),repeat_count,parameters
note,physical_cognitive_female_youth_err,There is no Youth 15-17 years: (female) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_female_youths') and ${nb_youth_female}=0",,,,áÇ íæÌÏ ÔÈÇÈ 15-17 ÓäÉ: (ÃäËì) İí åĞå ÇáÃÓÑÉ,,,,,,,
note,physical_cognitive_female_adults_err,There is no Adults 18-64: (female) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_female_adults') and ${nb_adults_female}=0",,,,áÇ íæÌÏ ÈÇáÛæä 18-64: (ÃäËì) İí åĞå ÇáÃÓÑÉ,,,,,,,
note,physical_cognitive_female_elderly,There is no Elderly 65+ years: (female) in this HH,yes,,"selected(${physical_cognitive_difficulties},'yes_female_elderly') and ${nb_elderly_female}=0",,,,áÇ íæÌÏ ßÈÇÑ ÇáÓä 65+ ÓäÉ: (ÃäËì) İí åĞå ÇáÃÓÑÉ,,,,,,,
begin_group,physical_cognitive_difficulties_male_infant,How many male infants fall into each of the following categories,yes,,"selected(${physical_cognitive_difficulties},'yes_male_infants')",,,, ßã ÚÏÏ ÃØİÇá İí ÚãÑ 0-5 ÓäæÇÊ: (ĞßæÑ)  ÇáĞíä íäÏÑÌæä İí ßá İÆÉ ãä ÇáİÆÇÊ ÇáÊÇáíÉ:,,,,,,,
integer,no_difficulty_carrying_activities_male_infant,1. No difficulty carrying out daily activities,yes,,,,.>=0 and .<= ${nb_infants_male},,áÇ ÊæÌÏ ÕÚæÈÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ,,,,,,,
integer,minor_difficulties_carrying_activities_male_infant,2. Minor difficulties carrying out daily activities but does not need assistance or attention,yes,,,,.>=0 and .<= ${nb_infants_male},,ÕÚæÈÇÊ ÈÓíØÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æáßäå áÇ íÍÊÇÌ Åáì ãÓÇÚÏÉ Ãæ ÇåÊãÇã,,,,,,,
integer,some_difficulties_carrying_activities_male_infant,"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",yes,,,,.>=0 and .<= ${nb_infants_male},,ÈÚÖ ÇáÕÚæÈÇÊ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ÈÚÖ ÇáãÓÇÚÏÉ æÇáÇåÊãÇã (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 1-2 ÓÇÚÇÊ / íæã),,,,,,,
integer,alot_difficulties_carrying_activities_male_infant,"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",yes,,,,.>=0 and .<= ${nb_infants_male},,ÕÚæÈÉ ßÈíÑÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ŞÏÑ ßÈíÑ ãä ÇáãÓÇÚÏÉ æÇáÇäÊÈÇå (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 3-6 ÓÇÚÇÊ / íæã),,,,,,,
integer,cannot_carry_activities_male_infant,5. Cannot carry out daily activities independently and needs permanent assistance and attention,yes,,,,.>=0 and .<= ${nb_infants_male},,áÇ íãßä ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ ÈÔßá ãÓÊŞá æíÍÊÇÌ Åáì ãÓÇÚÏÉ æÇåÊãÇã ÏÇÆã,,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,physical_cognitive_difficulties_male_infant_calc,,,,,,,,,,,${no_difficulty_carrying_activities_male_infant}+${minor_difficulties_carrying_activities_male_infant}+${some_difficulties_carrying_activities_male_infant}+${alot_difficulties_carrying_activities_male_infant}+${cannot_carry_activities_male_infant},,,,
note,physical_cognitive_difficulties_male_infant_err,The total number of male infants that have physical or cognitive difficulties is greater than the total male infants in the HH,yes,,${physical_cognitive_difficulties_male_infant_calc} > ${nb_infants_male},,,,ÅÌãÇáí ÚÏÏ ÃØİÇá İí ÚãÑ 0-5 ÓäæÇÊ: (ĞßæÑ) ÇáĞíä íÚÇäæä ÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ ÃßÈÑ ãä ÅÌãÇáí ÃØİÇá İí ÚãÑ 0-5 ÓäæÇÊ: (ĞßæÑ) ÇáÃÓÑÉ,,,,,,,
select_one physical_cognitive_difficulties_cause,physical_cognitive_difficulties_cause_male_infant,What was the cause of the disability?,yes,,${physical_cognitive_difficulties_male_infant_calc} > 0,quick,,,ãÇ åæ ÓÈÈ ÇáÅÚÇŞÉ¿,,,,,,,
text,physical_cognitive_difficulties_cause_male_infant_other,"If other, Please specify",yes,,${physical_cognitive_difficulties_cause_male_infant}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,physical_cognitive_difficulties_female_infant,How many female infants fall into each of the following categories,yes,,"selected(${physical_cognitive_difficulties},'yes_female_infants')",,,, ßã ÚÏÏ ÃØİÇá İí ÚãÑ 0-5 ÓäæÇÊ:  (ÃäËì) ÇáĞíä íäÏÑÌæä İí ßá İÆÉ ãä ÇáİÆÇÊ ÇáÊÇáíÉ:,,,,,,,
integer,no_difficulty_carrying_activities_female_infant,1. No difficulty carrying out daily activities,yes,,,,.>=0 and .<= ${nb_infants_female},,áÇ ÊæÌÏ ÕÚæÈÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ,,,,,,,
integer,minor_difficulties_carrying_activities_female_infant,2. Minor difficulties carrying out daily activities but does not need assistance or attention,yes,,,,.>=0 and .<= ${nb_infants_female},,ÕÚæÈÇÊ ÈÓíØÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æáßäå áÇ íÍÊÇÌ Åáì ãÓÇÚÏÉ Ãæ ÇåÊãÇã,,,,,,,
integer,some_difficulties_carrying_activities_female_infant,"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",yes,,,,.>=0 and .<= ${nb_infants_female},,ÈÚÖ ÇáÕÚæÈÇÊ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ÈÚÖ ÇáãÓÇÚÏÉ æÇáÇåÊãÇã (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 1-2 ÓÇÚÇÊ / íæã),,,,,,,
integer,alot_difficulties_carrying_activities_female_infant,"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",yes,,,,.>=0 and .<= ${nb_infants_female},,ÕÚæÈÉ ßÈíÑÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ŞÏÑ ßÈíÑ ãä ÇáãÓÇÚÏÉ æÇáÇäÊÈÇå (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 3-6 ÓÇÚÇÊ / íæã),,,,,,,
integer,cannot_carry_activities_female_infant,5. Cannot carry out daily activities independently and needs permanent assistance and attention,yes,,,,.>=0 and .<= ${nb_infants_female},,áÇ íãßä ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ ÈÔßá ãÓÊŞá æíÍÊÇÌ Åáì ãÓÇÚÏÉ æÇåÊãÇã ÏÇÆã,,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,physical_cognitive_difficulties_female_infant_calc,,,,,,,,,,,${no_difficulty_carrying_activities_female_infant}+${minor_difficulties_carrying_activities_female_infant}+${some_difficulties_carrying_activities_female_infant}+${alot_difficulties_carrying_activities_female_infant}+${cannot_carry_activities_female_infant},,,,
note,physical_cognitive_difficulties_female_infant_err,The total number of female infants that have physical or cognitive difficulties is greater than the total female infants in the HH,yes,,${physical_cognitive_difficulties_female_infant_calc} > ${nb_infants_female},,,,ÅÌãÇáí ÚÏÏ ÃØİÇá İí ÚãÑ 0-5 ÓäæÇÊ:  (ÃäËì) ÇáĞíä íÚÇäæä ÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ ÃßÈÑ ãä ÅÌãÇáí ÃØİÇá İí ÚãÑ 0-5 ÓäæÇÊ:  (ÃäËì) ÇáÃÓÑÉ,,,,,,,
select_one physical_cognitive_difficulties_cause,physical_cognitive_difficulties_cause_female_infant,What was the cause of the disability?,yes,,${physical_cognitive_difficulties_female_infant_calc} > 0,quick,,,ãÇ åæ ÓÈÈ ÇáÅÚÇŞÉ¿,,,,,,,
text,physical_cognitive_difficulties_cause_female_infant_other,"If other, Please specify",yes,,${physical_cognitive_difficulties_cause_female_infant}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,physical_cognitive_difficulties_male_children,How many male children fall into each of the following categories,yes,,"selected(${physical_cognitive_difficulties},'yes_male_children')",,,, ßã ÚÏÏ ÃØİÇá 6-14 ÓäÉ: (ĞßæÑ) ÇáĞíä íäÏÑÌæä İí ßá İÆÉ ãä ÇáİÆÇÊ ÇáÊÇáíÉ:,,,,,,,
integer,no_difficulty_carrying_activities_male_children,1. No difficulty carrying out daily activities,yes,,,,.>=0 and .<= ${nb_children_male},,áÇ ÊæÌÏ ÕÚæÈÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ,,,,,,,
integer,minor_difficulties_carrying_activities_male_children,2. Minor difficulties carrying out daily activities but does not need assistance or attention,yes,,,,.>=0 and .<= ${nb_children_male},,ÕÚæÈÇÊ ÈÓíØÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æáßäå áÇ íÍÊÇÌ Åáì ãÓÇÚÏÉ Ãæ ÇåÊãÇã,,,,,,,
integer,some_difficulties_carrying_activities_male_children,"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",yes,,,,.>=0 and .<= ${nb_children_male},,ÈÚÖ ÇáÕÚæÈÇÊ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ÈÚÖ ÇáãÓÇÚÏÉ æÇáÇåÊãÇã (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 1-2 ÓÇÚÇÊ / íæã),,,,,,,
integer,alot_difficulties_carrying_activities_male_children,"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",yes,,,,.>=0 and .<= ${nb_children_male},,ÕÚæÈÉ ßÈíÑÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ŞÏÑ ßÈíÑ ãä ÇáãÓÇÚÏÉ æÇáÇäÊÈÇå (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 3-6 ÓÇÚÇÊ / íæã),,,,,,,
integer,cannot_carry_activities_male_children,5. Cannot carry out daily activities independently and needs permanent assistance and attention,yes,,,,.>=0 and .<= ${nb_children_male},,áÇ íãßä ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ ÈÔßá ãÓÊŞá æíÍÊÇÌ Åáì ãÓÇÚÏÉ æÇåÊãÇã ÏÇÆã,,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,physical_cognitive_difficulties_male_children_calc,,,,,,,,,,,${no_difficulty_carrying_activities_male_children}+${minor_difficulties_carrying_activities_male_children}+${some_difficulties_carrying_activities_male_children}+${alot_difficulties_carrying_activities_male_children}+${cannot_carry_activities_male_children},,,,
note,physical_cognitive_difficulties_male_children_err,The total number of male children that have physical or cognitive difficulties is greater than the total male children in the HH,yes,,${physical_cognitive_difficulties_male_children_calc} > ${nb_children_male},,,,ÅÌãÇáí ÚÏÏ ÃØİÇá 6-14 ÓäÉ: (ĞßæÑ) ÇáĞíä íÚÇäæä ÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ ÃßÈÑ ãä ÅÌãÇáí ÃØİÇá 6-14 ÓäÉ: (ĞßæÑ) ÇáÃÓÑÉ,,,,,,,
select_one physical_cognitive_difficulties_cause,physical_cognitive_difficulties_cause_male_children,What was the cause of the disability?,yes,,${physical_cognitive_difficulties_male_children_calc} > 0,quick,,,ãÇ åæ ÓÈÈ ÇáÅÚÇŞÉ¿,,,,,,,
text,physical_cognitive_difficulties_cause_male_children_other,"If other, Please specify",yes,,${physical_cognitive_difficulties_cause_male_children}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,physical_cognitive_difficulties_female_children,How many female children fall into each of the following categories,yes,,"selected(${physical_cognitive_difficulties},'yes_female_children')",,,,ßã ÚÏÏ ÃØİÇá 6-14 ÓäÉ: (ÃäËì) ÇáĞíä íäÏÑÌæä İí ßá İÆÉ ãä ÇáİÆÇÊ ÇáÊÇáíÉ:,,,,,,,
integer,no_difficulty_carrying_activities_female_children,1. No difficulty carrying out daily activities,yes,,,,.>=0 and .<= ${nb_children_female},,áÇ ÊæÌÏ ÕÚæÈÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ,,,,,,,
integer,minor_difficulties_carrying_activities_female_children,2. Minor difficulties carrying out daily activities but does not need assistance or attention,yes,,,,.>=0 and .<= ${nb_children_female},,ÕÚæÈÇÊ ÈÓíØÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æáßäå áÇ íÍÊÇÌ Åáì ãÓÇÚÏÉ Ãæ ÇåÊãÇã,,,,,,,
integer,some_difficulties_carrying_activities_female_children,"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",yes,,,,.>=0 and .<= ${nb_children_female},,ÈÚÖ ÇáÕÚæÈÇÊ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ÈÚÖ ÇáãÓÇÚÏÉ æÇáÇåÊãÇã (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 1-2 ÓÇÚÇÊ / íæã),,,,,,,
integer,alot_difficulties_carrying_activities_female_children,"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",yes,,,,.>=0 and .<= ${nb_children_female},,ÕÚæÈÉ ßÈíÑÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ŞÏÑ ßÈíÑ ãä ÇáãÓÇÚÏÉ æÇáÇäÊÈÇå (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 3-6 ÓÇÚÇÊ / íæã),,,,,,,
integer,cannot_carry_activities_female_children,5. Cannot carry out daily activities independently and needs permanent assistance and attention,yes,,,,.>=0 and .<= ${nb_children_female},,áÇ íãßä ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ ÈÔßá ãÓÊŞá æíÍÊÇÌ Åáì ãÓÇÚÏÉ æÇåÊãÇã ÏÇÆã,,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,physical_cognitive_difficulties_female_children_calc,,,,,,,,,,,${no_difficulty_carrying_activities_female_children}+${minor_difficulties_carrying_activities_female_children}+${some_difficulties_carrying_activities_female_children}+${alot_difficulties_carrying_activities_female_children}+${cannot_carry_activities_female_children},,,,
note,physical_cognitive_difficulties_female_children_err,The total number of female children that have physical or cognitive difficulties is greater than the total female children in the HH,yes,,${physical_cognitive_difficulties_female_children_calc} > ${nb_children_female},,,,ÅÌãÇáí ÚÏÏ ÃØİÇá 6-14 ÓäÉ: (ÃäËì) ÇáĞíä íÚÇäæä ÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ ÃßÈÑ ãä ÅÌãÇáí ÃØİÇá 6-14 ÓäÉ: ((ÃäËì)) ÇáÃÓÑÉ,,,,,,,
select_one physical_cognitive_difficulties_cause,physical_cognitive_difficulties_cause_female_children,What was the cause of the disability?,yes,,${physical_cognitive_difficulties_female_children_calc} > 0,quick,,,ãÇ åæ ÓÈÈ ÇáÅÚÇŞÉ¿,,,,,,,
text,physical_cognitive_difficulties_cause_female_children_other,"If other, Please specify",yes,,${physical_cognitive_difficulties_cause_female_children}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,physical_cognitive_difficulties_male_youth,How many male youth fall into each of the following categories,yes,,"selected(${physical_cognitive_difficulties},'yes_male_youth')",,,, ßã ÚÏÏ ÔÈÇÈ 15-17 ÓäÉ: (ĞßæÑ) ÇáĞíä íäÏÑÌæä İí ßá İÆÉ ãä ÇáİÆÇÊ ÇáÊÇáíÉ:,,,,,,,
integer,no_difficulty_carrying_activities_male_youth,1. No difficulty carrying out daily activities,yes,,,,.>=0 and .<= ${nb_youth_male},,áÇ ÊæÌÏ ÕÚæÈÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ,,,,,,,
integer,minor_difficulties_carrying_activities_male_youth,2. Minor difficulties carrying out daily activities but does not need assistance or attention,yes,,,,.>=0 and .<= ${nb_youth_male},,ÕÚæÈÇÊ ÈÓíØÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æáßäå áÇ íÍÊÇÌ Åáì ãÓÇÚÏÉ Ãæ ÇåÊãÇã,,,,,,,
integer,some_difficulties_carrying_activities_male_youth,"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",yes,,,,.>=0 and .<= ${nb_youth_male},,ÈÚÖ ÇáÕÚæÈÇÊ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ÈÚÖ ÇáãÓÇÚÏÉ æÇáÇåÊãÇã (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 1-2 ÓÇÚÇÊ / íæã),,,,,,,
integer,alot_difficulties_carrying_activities_male_youth,"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",yes,,,,.>=0 and .<= ${nb_youth_male},,ÕÚæÈÉ ßÈíÑÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ŞÏÑ ßÈíÑ ãä ÇáãÓÇÚÏÉ æÇáÇäÊÈÇå (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 3-6 ÓÇÚÇÊ / íæã),,,,,,,
integer,cannot_carry_activities_male_youth,5. Cannot carry out daily activities independently and needs permanent assistance and attention,yes,,,,.>=0 and .<= ${nb_youth_male},,áÇ íãßä ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ ÈÔßá ãÓÊŞá æíÍÊÇÌ Åáì ãÓÇÚÏÉ æÇåÊãÇã ÏÇÆã,,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,physical_cognitive_difficulties_male_youth_calc,,,,,,,,,,,${no_difficulty_carrying_activities_male_youth}+${minor_difficulties_carrying_activities_male_youth}+${some_difficulties_carrying_activities_male_youth}+${alot_difficulties_carrying_activities_male_youth}+${cannot_carry_activities_male_youth},,,,
note,physical_cognitive_difficulties_male_youth_err,The total number of male youth that have physical or cognitive difficulties is greater than the total male youth in the HH,yes,,${physical_cognitive_difficulties_male_youth_calc} > ${nb_youth_male},,,,ÅÌãÇáí ÚÏÏ ÔÈÇÈ 15-17 ÓäÉ: (ĞßæÑ) ÇáĞíä íÚÇäæä ÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ ÃßÈÑ ãä ÅÌãÇáí ÔÈÇÈ 15-17 ÓäÉ: (ĞßæÑ) ÇáÃÓÑÉ,,,,,,,
select_one physical_cognitive_difficulties_cause,physical_cognitive_difficulties_cause_male_youth,What was the cause of the disability?,yes,,${physical_cognitive_difficulties_male_youth_calc} > 0,quick,,,ãÇ åæ ÓÈÈ ÇáÅÚÇŞÉ¿,,,,,,,
text,physical_cognitive_difficulties_cause_male_youth_other,"If other, Please specify",yes,,${physical_cognitive_difficulties_cause_male_youth}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,physical_cognitive_difficulties_female_youth,How many female children fall into each of the following categories,yes,,"selected(${physical_cognitive_difficulties},'yes_female_youth')",,,,ßã ÚÏÏ ÔÈÇÈ 15-17 ÓäÉ: (ÃäËì) ÇáĞíä íäÏÑÌæä İí ßá İÆÉ ãä ÇáİÆÇÊ ÇáÊÇáíÉ:,,,,,,,
integer,no_difficulty_carrying_activities_female_youth,1. No difficulty carrying out daily activities,yes,,,,.>=0 and .<= ${nb_youth_female},,áÇ ÊæÌÏ ÕÚæÈÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ,,,,,,,
integer,minor_difficulties_carrying_activities_female_youth,2. Minor difficulties carrying out daily activities but does not need assistance or attention,yes,,,,.>=0 and .<= ${nb_youth_female},,ÕÚæÈÇÊ ÈÓíØÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æáßäå áÇ íÍÊÇÌ Åáì ãÓÇÚÏÉ Ãæ ÇåÊãÇã,,,,,,,
integer,some_difficulties_carrying_activities_female_youth,"3. Some difficulties carrying out daily activities and needs some assistance and attention (e.g., for 1-2 hours/day)",yes,,,,.>=0 and .<= ${nb_youth_female},,ÈÚÖ ÇáÕÚæÈÇÊ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ÈÚÖ ÇáãÓÇÚÏÉ æÇáÇåÊãÇã (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 1-2 ÓÇÚÇÊ / íæã),,,,,,,
integer,alot_difficulties_carrying_activities_female_youth,"4. A lot of difficulty carrying out daily activiites and needs quite a bit of assistance and atention (e.g., for 3-6 hours/day)",yes,,,,.>=0 and .<= ${nb_youth_female},,ÕÚæÈÉ ßÈíÑÉ İí ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ æíÍÊÇÌ Åáì ŞÏÑ ßÈíÑ ãä ÇáãÓÇÚÏÉ æÇáÇäÊÈÇå (Úáì ÓÈíá ÇáãËÇá¡ áãÏÉ 3-6 ÓÇÚÇÊ / íæã),,,,,,,
integer,cannot_carry_activities_female_youth,5. Cannot carry out daily activities independently and needs permanent assistance and attention,yes,,,,.>=0 and .<= ${nb_youth_female},,áÇ íãßä ÇáŞíÇã ÈÇáÃäÔØÉ ÇáíæãíÉ ÈÔßá ãÓÊŞá æíÍÊÇÌ Åáì ãÓÇÚÏÉ æÇåÊãÇã ÏÇÆã,,,,,,,
end_group,,,,,,,,,,,,,,,,
calculate,physical_cognitive_difficulties_female_youth_calc,,,,,,,,,,,${no_difficulty_carrying_activities_female_youth}+${minor_difficulties_carrying_activities_female_youth}+${some_difficulties_carrying_activities_female_youth}+${alot_difficulties_carrying_activities_female_youth}+${cannot_carry_activities_female_youth},,,,
note,physical_cognitive_difficulties_female_youth_err,The total number of female youth that have physical or cognitive difficulties is greater than the total female youth in the HH,yes,,${physical_cognitive_difficulties_female_youth_calc} > ${nb_youth_female},,,,ÅÌãÇáí ÚÏÏ ÔÈÇÈ 15-17 ÓäÉ: (ÃäËì) ÇáĞíä íÚÇäæä ÅÚÇŞÉ ÌÓÏíÉ Ãæ ÇÏÑÇßíÉ ÃßÈÑ ãä ÅÌãÇáíÔÈÇÈ 15-17 ÓäÉ: (ÃäËì) ÇáÃÓÑÉ,,,,,,,
select_one physical_cognitive_difficulties_cause,physical_cognitive_difficulties_cause_female_youth,What was the cause of the disability?,yes,,${physical_cognitive_difficulties_female_youth_calc} > 0,quick,,,ãÇ åæ ÓÈÈ ÇáÅÚÇŞÉ,,,,,,,
text,physical_cognitive_difficulties_cause_female_youth_other,"If other, Please specify",yes,,${physical_cognitive_difficulties_cause_female_youth}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
